make_model,hp_kW,km,age,price,Gearing_Type,Gears
Audi A3,85.0,20792.0,2.0,18700,Manual,6.0
Audi A3,85.0,14390.0,2.0,18666,Manual,6.0
Audi A3,85.0,49885.0,2.0,18650,Manual,6.0
Audi A3,81.0,38000.0,2.0,18645,Manual,6.0
Audi A3,85.0,62981.0,2.0,18600,Manual,6.0
Audi A3,85.0,19800.0,2.0,18690,Manual,6.0
Audi A3,81.0,35112.0,2.0,18680,Manual,6.0
Audi A3,81.0,96100.0,2.0,17960,Manual,6.0
Audi A3,85.0,29000.0,2.0,18600,Manual,6.0
Audi A3,110.0,105000.0,2.0,17960,Manual,6.0
Audi A3,85.0,49500.0,2.0,18500,Manual,6.0
Audi A3,110.0,92246.0,2.0,18530,Manual,6.0
Audi A3,110.0,133000.0,2.0,18500,Manual,6.0
Audi A3,85.0,25000.0,2.0,18500,Manual,7.0
Audi A3,85.0,60453.0,2.0,17950,Manual,6.0
Audi A3,85.0,41890.0,2.0,17945,Manual,6.0
Audi A3,81.0,24287.0,2.0,18550,Manual,6.0
Audi A3,85.0,45700.0,1.0,17900,Manual,6.0
Audi A3,85.0,64595.0,2.0,17900,Manual,6.0
Audi A3,110.0,61621.0,2.0,17900,Manual,6.0
Audi A3,85.0,70100.0,2.0,17890,Manual,6.0
Audi A3,86.0,32745.0,2.0,17900,Manual,6.0
Audi A3,81.0,29500.0,2.0,17899,Manual,6.0
Audi A3,85.0,17000.0,2.0,17900,Manual,6.0
Audi A3,81.0,43500.0,2.0,17860,Manual,6.0
Audi A3,81.0,76290.0,2.0,17840,Manual,6.0
Audi A3,85.0,9900.0,2.0,17700,Manual,6.0
Audi A3,81.0,76290.0,2.0,17840,Manual,6.0
Audi A3,85.0,59520.0,2.0,17700,Manual,6.0
Audi A3,85.0,36700.0,2.0,17810,Manual,6.0
Audi A3,110.0,98000.0,2.0,17780,Manual,6.0
Audi A3,110.0,8909.0,2.0,17990,Manual,6.0
Audi A3,85.0,88134.0,2.0,17731,Manual,6.0
Audi A3,85.0,40000.0,2.0,17990,Manual,6.0
Audi A3,85.0,68090.0,2.0,17990,Manual,6.0
Audi A3,81.0,28000.0,2.0,17990,Manual,6.0
Audi A3,110.0,95075.0,2.0,17990,Manual,6.0
Audi A3,92.0,20000.0,2.0,17990,Manual,6.0
Audi A3,92.0,20000.0,2.0,17990,Manual,6.0
Audi A3,85.0,60000.0,2.0,17990,Manual,6.0
Audi A3,81.0,26000.0,2.0,17990,Manual,6.0
Audi A3,110.0,23128.0,2.0,17990,Manual,6.0
Audi A3,85.0,26510.0,2.0,17990,Manual,6.0
Audi A3,81.0,84391.0,2.0,17980,Manual,6.0
Audi A3,85.0,19999.0,2.0,17980,Manual,6.0
Audi A3,85.0,23968.0,2.0,17980,Manual,6.0
Audi A3,110.0,51347.0,2.0,17980,Manual,6.0
Audi A3,85.0,19000.0,2.0,17980,Manual,6.0
Audi A3,85.0,37113.0,2.0,17980,Manual,6.0
Audi A3,81.0,60000.0,2.0,17500,Manual,6.0
Audi A3,81.0,34400.0,2.0,17650,Manual,6.0
Audi A3,81.0,28400.0,2.0,17500,Manual,6.0
Audi A3,85.0,136000.0,1.0,17500,Manual,6.0
Audi A3,85.0,58000.0,2.0,17500,Manual,6.0
Audi A3,81.0,95000.0,2.0,17500,Manual,6.0
Audi A3,81.0,34650.0,2.0,17590,Manual,6.0
Audi A3,81.0,48509.0,2.0,17550,Manual,6.0
Audi A3,81.0,70300.0,2.0,17480,Manual,6.0
Audi A3,81.0,74000.0,2.0,17490,Manual,6.0
Audi A3,85.0,36000.0,2.0,17500,Manual,6.0
Audi A3,81.0,59763.0,2.0,17500,Manual,6.0
Audi A3,85.0,28000.0,2.0,17490,Manual,6.0
Audi A3,85.0,29395.0,2.0,17500,Manual,6.0
Audi A3,85.0,13072.0,2.0,17490,Manual,6.0
Audi A3,81.0,41000.0,2.0,17490,Manual,6.0
Audi A3,81.0,25850.0,2.0,17440,Manual,6.0
Audi A3,81.0,97643.0,2.0,17430,Manual,6.0
Audi A3,81.0,70783.0,2.0,17428,Manual,6.0
Audi A3,85.0,23000.0,2.0,17445,Manual,6.0
Audi A3,85.0,25000.0,2.0,17400,Manual,6.0
Audi A3,81.0,43800.0,2.0,17390,Manual,6.0
Audi A3,110.0,117647.0,2.0,17440,Manual,6.0
Audi A3,85.0,31070.0,2.0,17390,Manual,6.0
Audi A3,85.0,26000.0,2.0,17300,Manual,6.0
Audi A3,110.0,50000.0,2.0,17300,Manual,6.0
Audi A3,85.0,37875.0,2.0,17300,Manual,6.0
Audi A3,81.0,39800.0,2.0,17250,Manual,6.0
Audi A3,85.0,57900.0,2.0,17250,Manual,6.0
Audi A3,85.0,50438.0,2.0,17220,Manual,6.0
Audi A3,85.0,24700.0,2.0,17200,Manual,6.0
Audi A3,81.0,105000.0,2.0,17200,Manual,6.0
Audi A3,81.0,54000.0,2.0,17000,Manual,6.0
Audi A3,81.0,46059.0,2.0,17000,Manual,6.0
Audi A3,81.0,81987.0,2.0,16999,Manual,6.0
Audi A3,85.0,36000.0,2.0,16999,Manual,6.0
Audi A3,85.0,69000.0,2.0,16990,Manual,6.0
Audi A3,85.0,117000.0,2.0,16990,Manual,6.0
Audi A3,81.0,59380.0,2.0,16990,Manual,6.0
Audi A3,81.0,70000.0,2.0,16990,Manual,6.0
Audi A3,85.0,69000.0,2.0,16690,Manual,6.0
Audi A3,81.0,22500.0,2.0,16600,Manual,6.0
Audi A3,81.0,37708.0,2.0,16550,Manual,6.0
Audi A3,81.0,112700.0,2.0,16690,Manual,6.0
Audi A3,81.0,45560.0,2.0,16550,Manual,6.0
Audi A3,85.0,51000.0,2.0,16500,Manual,6.0
Audi A3,85.0,60102.0,2.0,16500,Manual,6.0
Audi A3,81.0,110000.0,2.0,16500,Manual,6.0
Audi A3,81.0,66714.0,2.0,16500,Manual,6.0
Audi A3,81.0,82000.0,2.0,16300,Manual,6.0
Audi A3,81.0,77000.0,2.0,16499,Manual,6.0
Audi A3,81.0,39900.0,2.0,16490,Manual,6.0
Audi A3,81.0,60000.0,2.0,16000,Manual,6.0
Audi A3,81.0,23500.0,2.0,16990,Manual,6.0
Audi A3,81.0,50129.0,2.0,16990,Manual,6.0
Audi A3,81.0,68021.0,2.0,16290,Manual,6.0
Audi A3,81.0,50129.0,2.0,16990,Manual,6.0
Audi A3,85.0,20000.0,2.0,16985,Manual,6.0
Audi A3,85.0,49996.0,2.0,16980,Manual,6.0
Audi A3,85.0,62254.0,2.0,16980,Manual,6.0
Audi A3,85.0,107000.0,2.0,16900,Manual,6.0
Audi A3,81.0,49913.0,2.0,16950,Manual,6.0
Audi A3,81.0,54740.0,2.0,16900,Manual,6.0
Audi A3,81.0,66466.0,2.0,16950,Manual,6.0
Audi A3,85.0,139879.0,2.0,16900,Manual,6.0
Audi A3,81.0,77000.0,2.0,16888,Manual,6.0
Audi A3,110.0,131900.0,2.0,16888,Manual,6.0
Audi A3,81.0,87584.0,2.0,16880,Manual,6.0
Audi A3,85.0,115000.0,2.0,16900,Manual,6.0
Audi A3,81.0,127000.0,2.0,16900,Manual,6.0
Audi A3,81.0,85000.0,2.0,16900,Manual,6.0
Audi A3,85.0,60648.0,2.0,16780,Manual,6.0
Audi A3,110.0,105908.0,2.0,16750,Manual,6.0
Audi A3,85.0,15.0,2.0,19700,Manual,6.0
Audi A3,85.0,30537.0,2.0,19800,Manual,6.0
Audi A3,85.0,37592.0,1.0,19800,Manual,6.0
Audi A3,85.0,16423.0,1.0,19800,Manual,6.0
Audi A3,81.0,19500.0,2.0,19799,Manual,6.0
Audi A3,85.0,22000.0,1.0,19800,Manual,6.0
Audi A3,110.0,114550.0,2.0,19797,Manual,6.0
Audi A3,85.0,45000.0,1.0,19800,Manual,6.0
Audi A3,85.0,28364.0,2.0,19790,Manual,6.0
Audi A3,85.0,30537.0,2.0,19800,Manual,6.0
Audi A3,85.0,21500.0,2.0,19800,Manual,6.0
Audi A3,85.0,17500.0,2.0,19790,Manual,6.0
Audi A3,85.0,1647.3626086956522,0.0,19780,Manual,6.0
Audi A3,85.0,28095.0,2.0,19790,Manual,6.0
Audi A3,85.0,28865.0,2.0,19770,Manual,6.0
Audi A3,85.0,33000.0,2.0,19750,Manual,6.0
Audi A3,85.0,28364.0,2.0,19790,Manual,6.0
Audi A3,81.0,50500.0,2.0,19780,Manual,6.0
Audi A3,85.0,1647.3626086956522,0.0,19750,Manual,6.0
Audi A3,110.0,55379.0,2.0,19740,Manual,6.0
Audi A3,85.0,14270.0,1.0,22500,Automatic,7.0
Audi A3,87.0,34082.0,1.0,22599,Automatic,7.0
Audi A3,85.0,26759.0,1.0,22450,Automatic,7.0
Audi A3,85.0,24272.0,1.0,23200,Automatic,7.0
Audi A3,85.0,6698.0,1.0,22971,Automatic,7.0
Audi A3,85.0,8200.0,1.0,22990,Automatic,7.0
Audi A3,85.0,24665.0,1.0,22990,Automatic,7.0
Audi A3,110.0,26460.0,1.0,22990,Automatic,7.0
Audi A3,85.0,22784.0,1.0,23200,Automatic,7.0
Audi A3,85.0,12500.0,1.0,22990,Automatic,7.0
Audi A3,85.0,789.0,1.0,22990,Automatic,7.0
Audi A3,110.0,18100.0,1.0,22980,Automatic,6.0
Audi A3,85.0,25316.0,1.0,19900,Manual,6.0
Audi A3,85.0,30261.0,1.0,19900,Manual,6.0
Audi A3,85.0,1.0,0.0,23700,Automatic,7.0
Audi A3,85.0,5800.0,1.0,23690,Automatic,7.0
Audi A3,85.0,9011.0,1.0,23680,Automatic,7.0
Audi A3,110.0,18717.0,1.0,23640,Automatic,7.0
Audi A3,110.0,18000.0,1.0,23700,Automatic,7.0
Audi A3,85.0,11200.0,1.0,23700,Automatic,7.0
Audi A3,85.0,17000.0,1.0,19900,Manual,6.0
Audi A3,85.0,8497.0,0.0,20300,Manual,6.0
Audi A3,85.0,15080.0,1.0,20250,Manual,6.0
Audi A3,85.0,24655.0,1.0,20300,Manual,6.0
Audi A3,85.0,14999.0,0.0,20300,Manual,6.0
Audi A3,85.0,12900.0,1.0,19900,Manual,6.0
Audi A3,85.0,9800.0,1.0,20299,Manual,6.0
Audi A3,85.0,1647.3626086956522,0.0,20290,Manual,6.0
Audi A3,85.0,16000.0,1.0,19990,Manual,6.0
Audi A3,85.0,5000.0,1.0,19990,Manual,6.0
Audi A3,85.0,9861.0,1.0,19990,Manual,6.0
Audi A3,85.0,19000.0,1.0,19989,Manual,6.0
Audi A3,85.0,18500.0,1.0,19980,Manual,6.0
Audi A3,85.0,26983.0,1.0,19980,Manual,6.0
Audi A3,85.0,26983.0,1.0,19980,Manual,6.0
Audi A3,85.0,21592.0,1.0,19950,Manual,6.0
Audi A3,85.0,20000.0,1.0,19950,Manual,6.0
Audi A3,85.0,21369.0,1.0,19950,Manual,6.0
Audi A3,85.0,22369.0,1.0,19950,Manual,6.0
Audi A3,85.0,29900.0,1.0,19950,Manual,6.0
Audi A3,85.0,21592.0,1.0,19950,Manual,6.0
Audi A3,85.0,21369.0,1.0,19950,Manual,6.0
Audi A3,85.0,26490.0,1.0,19940,Manual,6.0
Audi A3,85.0,26342.0,1.0,19930,Manual,6.0
Audi A3,85.0,17500.0,1.0,19900,Manual,6.0
Audi A3,85.0,12126.0,1.0,19900,Manual,6.0
Audi A3,85.0,11300.0,1.0,19900,Manual,6.0
Audi A3,85.0,164.0,1.0,19900,Manual,6.0
Audi A3,85.0,8000.0,1.0,19900,Manual,6.0
Audi A3,85.0,14900.0,1.0,19900,Manual,6.0
Audi A3,110.0,38400.0,1.0,19900,Manual,6.0
Audi A3,85.0,39000.0,1.0,19900,Manual,6.0
Audi A3,81.0,23000.0,1.0,19900,Manual,6.0
Audi A3,85.0,22462.0,1.0,19900,Manual,6.0
Audi A3,85.0,4300.0,1.0,19900,Manual,6.0
Audi A3,85.0,30000.0,1.0,19900,Manual,6.0
Audi A3,85.0,10900.0,1.0,19900,Manual,6.0
Audi A3,85.0,18000.0,1.0,19900,Manual,6.0
Audi A3,85.0,39900.0,1.0,19900,Manual,6.0
Audi A3,85.0,16000.0,1.0,19900,Manual,6.0
Audi A3,85.0,18000.0,1.0,19900,Manual,6.0
Audi A3,85.0,18000.0,1.0,19900,Manual,6.0
Audi A3,85.0,16000.0,1.0,19900,Manual,6.0
Audi A3,85.0,21000.0,1.0,19900,Manual,6.0
Audi A3,85.0,20000.0,1.0,19900,Manual,6.0
Audi A3,85.0,14000.0,1.0,19900,Manual,6.0
Audi A3,85.0,15080.0,1.0,20250,Manual,6.0
Audi A3,85.0,19500.0,1.0,20200,Manual,6.0
Audi A3,85.0,14613.0,1.0,20000,Manual,6.0
Audi A3,85.0,24421.0,1.0,19999,Manual,6.0
Audi A3,85.0,21000.0,1.0,19999,Manual,6.0
Audi A3,85.0,27249.0,1.0,20200,Manual,6.0
Audi A3,85.0,19950.0,1.0,19999,Manual,6.0
Audi A3,110.0,1.0,0.0,20200,Manual,6.0
Audi A3,85.0,25000.0,1.0,20000,Manual,6.0
Audi A3,85.0,36000.0,1.0,19999,Manual,6.0
Audi A3,110.0,9108.0,1.0,19990,Manual,6.0
Audi A3,85.0,9000.0,1.0,19990,Manual,6.0
Audi A3,85.0,7000.0,1.0,23800,Automatic,7.0
Audi A3,85.0,29800.0,1.0,19990,Manual,6.0
Audi A3,85.0,24421.0,1.0,19999,Manual,6.0
Audi A3,110.0,14000.0,1.0,23800,Automatic,7.0
Audi A3,85.0,183.0,0.0,23800,Automatic,7.0
Audi A3,85.0,15000.0,1.0,23840,Automatic,7.0
Audi A3,85.0,24815.0,1.0,23800,Automatic,7.0
Audi A3,85.0,32000.0,1.0,23800,Automatic,7.0
Audi A3,85.0,14587.0,1.0,23800,Automatic,7.0
Audi A3,85.0,27124.0,1.0,23800,Automatic,7.0
Audi A3,85.0,17609.0,1.0,23800,Automatic,7.0
Audi A3,85.0,16567.0,1.0,23800,Automatic,7.0
Audi A3,110.0,13180.0,1.0,23800,Automatic,7.0
Audi A3,85.0,23382.0,1.0,23800,Automatic,7.0
Audi A3,85.0,33781.0,1.0,23800,Automatic,7.0
Audi A3,85.0,27800.0,1.0,23800,Automatic,7.0
Audi A3,85.0,4980.0,1.0,23780,Automatic,7.0
Audi A3,110.0,15997.0,1.0,23770,Automatic,7.0
Audi A3,85.0,17823.0,1.0,23800,Automatic,7.0
Audi A3,85.0,20.0,1.0,23770,Automatic,7.0
Audi A3,110.0,14800.0,1.0,23750,Automatic,7.0
Audi A3,85.0,10.0,0.0,23700,Automatic,7.0
Audi A3,110.0,18018.0,1.0,23630,Automatic,7.0
Audi A3,110.0,8700.0,1.0,23600,Automatic,7.0
Audi A3,110.0,7300.0,1.0,23600,Automatic,7.0
Audi A3,110.0,8700.0,1.0,23600,Automatic,7.0
Audi A3,85.0,22790.0,1.0,23600,Automatic,7.0
Audi A3,81.0,15040.0,1.0,23600,Automatic,7.0
Audi A3,85.0,3000.0,1.0,23600,Automatic,7.0
Audi A3,85.0,10.0,1.0,23600,Automatic,6.0
Audi A3,85.0,24652.0,1.0,23600,Automatic,7.0
Audi A3,85.0,15692.0,1.0,23530,Automatic,7.0
Audi A3,85.0,10.0,0.0,23400,Automatic,7.0
Audi A3,85.0,17736.0,1.0,23550,Automatic,7.0
Audi A3,85.0,29101.0,1.0,19900,Manual,6.0
Audi A3,85.0,10.0,0.0,23400,Automatic,7.0
Audi A3,110.0,1.0,0.0,23572,Automatic,6.0
Audi A3,85.0,26950.0,1.0,23500,Automatic,7.0
Audi A3,85.0,18000.0,1.0,19900,Manual,6.0
Audi A3,85.0,15.0,1.0,23400,Automatic,7.0
Audi A3,85.0,1647.3626086956522,0.0,23360,Automatic,7.0
Audi A3,85.0,20000.0,1.0,23400,Automatic,7.0
Audi A3,85.0,24186.0,1.0,23400,Automatic,7.0
Audi A3,85.0,6530.0,1.0,23389,Automatic,7.0
Audi A3,85.0,21500.0,1.0,23300,Automatic,7.0
Audi A3,85.0,6820.0,1.0,23370,Automatic,7.0
Audi A3,85.0,3249.0,1.0,23350,Automatic,7.0
Audi A3,85.0,6063.0,1.0,23300,Automatic,7.0
Audi A3,85.0,4170.0,1.0,23240,Automatic,7.0
Audi A3,85.0,5000.0,1.0,23300,Automatic,7.0
Audi A3,110.0,10.0,1.0,23290,Automatic,7.0
Audi A3,85.0,14216.0,1.0,23300,Automatic,7.0
Audi A3,85.0,14231.0,1.0,23200,Automatic,7.0
Audi A3,110.0,26564.0,1.0,23280,Automatic,7.0
Audi A3,85.0,6720.0,1.0,23250,Automatic,7.0
Audi A3,81.0,22000.0,1.0,23500,Automatic,7.0
Audi A3,85.0,300.0,1.0,23500,Automatic,7.0
Audi A3,85.0,4311.0,0.0,23500,Automatic,7.0
Audi A3,85.0,300.0,0.0,23500,Automatic,7.0
Audi A3,85.0,300.0,0.0,23500,Automatic,7.0
Audi A3,85.0,9000.0,1.0,23500,Automatic,7.0
Audi A3,85.0,9868.0,1.0,23500,Automatic,7.0
Audi A3,85.0,2417.0,0.0,23500,Automatic,7.0
Audi A3,85.0,3811.0,0.0,23500,Automatic,7.0
Audi A3,85.0,13839.0,1.0,23500,Automatic,7.0
Audi A3,85.0,1.0,0.0,23500,Automatic,7.0
Audi A3,85.0,10.0,0.0,23500,Automatic,7.0
Audi A3,85.0,10.0,0.0,23500,Automatic,7.0
Audi A3,85.0,10205.0,1.0,23500,Automatic,7.0
Audi A3,85.0,1.0,1.0,23500,Automatic,7.0
Audi A3,85.0,15200.0,1.0,23500,Automatic,7.0
Audi A3,85.0,7860.0,1.0,23200,Automatic,7.0
Audi A3,85.0,10.0,0.0,23500,Automatic,7.0
Audi A3,85.0,15378.0,1.0,23500,Automatic,7.0
Audi A3,85.0,7860.0,1.0,23200,Automatic,7.0
Audi A3,85.0,10.0,0.0,23500,Automatic,7.0
Audi A3,81.0,27815.0,1.0,23500,Automatic,7.0
Audi A3,85.0,7778.0,1.0,23500,Automatic,7.0
Audi A3,81.0,27815.0,1.0,23500,Automatic,7.0
Audi A3,85.0,14900.0,1.0,23499,Automatic,7.0
Audi A3,85.0,5000.0,1.0,23490,Automatic,7.0
Audi A3,110.0,7487.0,1.0,23490,Automatic,7.0
Audi A3,85.0,21514.0,1.0,23490,Automatic,7.0
Audi A3,85.0,2267.0,1.0,23480,Automatic,7.0
Audi A3,85.0,5156.0,1.0,23490,Automatic,7.0
Audi A3,85.0,5778.0,1.0,23480,Automatic,7.0
Audi A3,85.0,24887.0,1.0,23480,Automatic,7.0
Audi A3,85.0,5939.0,1.0,23470,Automatic,7.0
Audi A3,110.0,10837.0,1.0,23450,Automatic,7.0
Audi A3,85.0,100.0,1.0,23444,Automatic,7.0
Audi A3,85.0,19440.0,1.0,23440,Automatic,7.0
Audi A3,85.0,19440.0,1.0,23440,Automatic,7.0
Audi A3,85.0,5740.0,1.0,23440,Automatic,7.0
Audi A3,85.0,5324.0,1.0,23430,Automatic,7.0
Audi A3,85.0,5025.0,1.0,23430,Automatic,7.0
Audi A3,85.0,1031.0,1.0,23420,Automatic,7.0
Audi A3,85.0,10800.0,1.0,23400,Automatic,7.0
Audi A3,85.0,19200.0,1.0,22950,Automatic,7.0
Audi A3,85.0,17900.0,1.0,22940,Automatic,7.0
Audi A3,85.0,7098.0,1.0,22930,Automatic,7.0
Audi A3,85.0,24000.0,1.0,22900,Automatic,7.0
Audi A3,110.0,10.0,0.0,22960,Automatic,7.0
Audi A3,85.0,18000.0,1.0,22900,Automatic,7.0
Audi A3,85.0,20500.0,1.0,22900,Automatic,7.0
Audi A3,85.0,20500.0,1.0,22900,Automatic,7.0
Audi A3,85.0,1.0,0.0,22900,Automatic,7.0
Audi A3,85.0,12900.0,1.0,22900,Automatic,7.0
Audi A3,85.0,1.0,0.0,22900,Automatic,7.0
Audi A3,85.0,21837.0,1.0,22900,Automatic,7.0
Audi A3,85.0,28500.0,1.0,22900,Automatic,7.0
Audi A3,85.0,27900.0,1.0,22900,Automatic,7.0
Audi A3,85.0,14900.0,1.0,22900,Automatic,7.0
Audi A3,85.0,1.0,0.0,22900,Automatic,7.0
Audi A3,85.0,14391.0,1.0,22900,Automatic,7.0
Audi A3,85.0,1.0,0.0,22900,Automatic,7.0
Audi A3,85.0,1.0,0.0,22900,Automatic,7.0
Audi A3,85.0,8800.0,1.0,22900,Automatic,7.0
Audi A3,85.0,7970.0,1.0,22900,Automatic,7.0
Audi A3,85.0,11975.0,1.0,22900,Automatic,7.0
Audi A3,85.0,15414.0,1.0,22900,Automatic,7.0
Audi A3,85.0,1.0,0.0,22900,Automatic,7.0
Audi A3,85.0,20410.0,1.0,22900,Automatic,7.0
Audi A3,85.0,1.0,0.0,22900,Automatic,7.0
Audi A3,85.0,1.0,0.0,22900,Automatic,7.0
Audi A3,85.0,10.0,0.0,22900,Automatic,7.0
Audi A3,85.0,21035.0,1.0,22900,Automatic,7.0
Audi A3,85.0,19000.0,1.0,22800,Automatic,7.0
Audi A3,85.0,22800.0,1.0,22800,Automatic,7.0
Audi A3,85.0,15482.0,1.0,22900,Automatic,7.0
Audi A3,85.0,17976.0,1.0,22900,Automatic,7.0
Audi A3,85.0,1.0,0.0,22900,Automatic,7.0
Audi A3,85.0,25142.0,1.0,22900,Automatic,7.0
Audi A3,110.0,24205.0,1.0,22812,Automatic,7.0
Audi A3,85.0,20000.0,1.0,22800,Automatic,7.0
Audi A3,110.0,10.0,0.0,22788,Automatic,7.0
Audi A3,85.0,23900.0,1.0,22700,Automatic,7.0
Audi A3,85.0,20978.0,1.0,22700,Automatic,7.0
Audi A3,110.0,10.0,0.0,22788,Automatic,7.0
Audi A3,85.0,20978.0,1.0,22700,Automatic,7.0
Audi A3,85.0,8700.0,1.0,22790,Automatic,7.0
Audi A3,85.0,11133.0,1.0,22750,Automatic,7.0
Audi A3,85.0,9200.0,1.0,22750,Automatic,7.0
Audi A3,85.0,9990.0,1.0,22690,Automatic,7.0
Audi A3,85.0,27000.0,1.0,22600,Automatic,7.0
Audi A3,85.0,17771.0,1.0,22690,Automatic,7.0
Audi A3,110.0,26382.0,1.0,22675,Automatic,7.0
Audi A3,85.0,7727.0,1.0,22650,Automatic,7.0
Audi A3,85.0,7727.0,1.0,22650,Automatic,7.0
Audi A3,85.0,9380.0,1.0,22640,Automatic,7.0
Audi A3,85.0,19000.0,1.0,22600,Automatic,7.0
Audi A3,85.0,23184.0,1.0,23200,Automatic,7.0
Audi A3,85.0,1.0,0.0,23200,Automatic,7.0
Audi A3,85.0,19534.0,1.0,23150,Automatic,7.0
Audi A3,85.0,20000.0,1.0,23150,Automatic,7.0
Audi A3,110.0,22081.0,1.0,23100,Automatic,7.0
Audi A3,85.0,10.0,1.0,23000,Automatic,7.0
Audi A3,85.0,23214.0,1.0,23200,Automatic,7.0
Audi A3,85.0,9800.0,1.0,23000,Automatic,7.0
Audi A3,110.0,18000.0,1.0,22999,Automatic,7.0
Audi A3,85.0,22633.0,1.0,22999,Automatic,7.0
Audi A3,85.0,15.0,0.0,23000,Automatic,7.0
Audi A3,85.0,22420.0,1.0,22999,Automatic,7.0
Audi A3,85.0,11021.0,1.0,22999,Automatic,7.0
Audi A3,110.0,12103.0,1.0,22999,Automatic,7.0
Audi A3,85.0,15193.0,1.0,22999,Automatic,7.0
Audi A3,85.0,19279.0,1.0,22999,Automatic,7.0
Audi A3,85.0,18000.0,1.0,22900,Automatic,7.0
Audi A3,81.0,13500.0,1.0,22900,Automatic,7.0
Audi A3,85.0,14272.0,1.0,22900,Automatic,7.0
Audi A3,85.0,1.0,0.0,22900,Automatic,7.0
Audi A3,85.0,25444.0,1.0,22990,Automatic,7.0
Audi A3,85.0,1.0,0.0,22995,Automatic,7.0
Audi A3,85.0,40000.0,1.0,22900,Automatic,7.0
Audi A3,85.0,20812.0,1.0,22900,Automatic,7.0
Audi A3,85.0,20938.0,1.0,22900,Automatic,7.0
Audi A3,85.0,27500.0,1.0,22900,Automatic,7.0
Audi A3,85.0,19755.0,1.0,22900,Automatic,7.0
Audi A3,85.0,18180.0,1.0,22900,Automatic,7.0
Audi A3,85.0,1.0,0.0,22900,Automatic,7.0
Audi A3,85.0,13450.0,1.0,22900,Automatic,7.0
Audi A3,85.0,12780.0,1.0,22900,Automatic,7.0
Audi A3,85.0,16000.0,1.0,22900,Automatic,7.0
Audi A3,85.0,18180.0,1.0,22900,Automatic,7.0
Audi A3,85.0,15900.0,1.0,22550,Automatic,7.0
Audi A3,85.0,9000.0,1.0,22890,Automatic,7.0
Audi A3,85.0,8050.0,1.0,22890,Automatic,7.0
Audi A3,110.0,27350.0,1.0,22820,Automatic,7.0
Audi A3,85.0,17700.0,1.0,22590,Automatic,7.0
Audi A3,85.0,25500.0,1.0,22880,Automatic,7.0
Audi A3,110.0,1.0,0.0,22895,Automatic,7.0
Audi A3,85.0,19100.0,1.0,22500,Automatic,7.0
Audi A3,85.0,28161.0,1.0,22500,Automatic,7.0
Audi A3,85.0,6000.0,1.0,22500,Automatic,7.0
Audi A3,85.0,11061.0,1.0,22500,Automatic,7.0
Audi A3,85.0,12000.0,1.0,22500,Automatic,7.0
Audi A3,85.0,25760.0,1.0,22500,Automatic,7.0
Audi A3,85.0,10395.0,1.0,22500,Automatic,7.0
Audi A3,85.0,19840.0,1.0,22500,Automatic,7.0
Audi A3,85.0,24395.0,1.0,22500,Automatic,7.0
Audi A3,85.0,7000.0,1.0,22500,Automatic,7.0
Audi A3,81.0,18242.0,1.0,22500,Automatic,7.0
Audi A3,85.0,22000.0,1.0,22500,Automatic,7.0
Audi A3,85.0,25000.0,1.0,22500,Automatic,7.0
Audi A3,85.0,15389.0,1.0,22500,Automatic,7.0
Audi A3,85.0,29000.0,1.0,22500,Automatic,7.0
Audi A3,81.0,18242.0,1.0,22500,Automatic,7.0
Audi A3,85.0,20501.0,1.0,22500,Automatic,7.0
Audi A3,81.0,35599.0,1.0,22500,Automatic,6.0
Audi A3,85.0,12409.0,1.0,22500,Automatic,7.0
Audi A3,85.0,20979.0,1.0,22500,Automatic,7.0
Audi A3,110.0,18000.0,1.0,22500,Automatic,7.0
Audi A3,85.0,33231.0,1.0,22500,Automatic,7.0
Audi A3,85.0,37.0,1.0,22500,Automatic,7.0
Audi A3,85.0,16426.0,1.0,22500,Automatic,7.0
Audi A3,85.0,14040.0,1.0,22500,Automatic,6.0
Audi A3,110.0,20000.0,1.0,22500,Automatic,7.0
Audi A3,110.0,1647.3626086956522,0.0,22499,Automatic,7.0
Audi A3,85.0,31742.0,1.0,22499,Automatic,7.0
Audi A3,85.0,10.0,0.0,22499,Automatic,6.0
Audi A3,85.0,30719.0,1.0,22499,Automatic,7.0
Audi A3,85.0,19736.0,1.0,22500,Automatic,7.0
Audi A3,85.0,25600.0,1.0,22490,Automatic,7.0
Audi A3,85.0,18885.0,1.0,22490,Automatic,7.0
Audi A3,85.0,42260.0,1.0,22490,Automatic,7.0
Audi A3,85.0,23000.0,1.0,22490,Automatic,7.0
Audi A3,85.0,26759.0,1.0,22450,Automatic,7.0
Audi A3,85.0,17869.0,1.0,22450,Automatic,7.0
Audi A3,85.0,17869.0,1.0,22450,Automatic,7.0
Audi A3,85.0,19251.0,1.0,22450,Automatic,7.0
Audi A3,85.0,11000.0,1.0,22440,Automatic,7.0
Audi A3,85.0,21921.0,1.0,22350,Automatic,7.0
Audi A3,85.0,4585.0,1.0,22440,Automatic,7.0
Audi A3,85.0,9500.0,1.0,22400,Automatic,7.0
Audi A3,85.0,6810.0,1.0,22300,Automatic,7.0
Audi A3,85.0,21921.0,1.0,22350,Automatic,7.0
Audi A3,85.0,12470.0,1.0,22300,Automatic,7.0
Audi A3,85.0,9570.0,1.0,22300,Automatic,7.0
Audi A3,85.0,1.0,0.0,20341,Manual,6.0
