make_model,hp_kW,km,age,price,Gearing_Type,Gears
Opel Corsa,66.0,24815.0,1.0,8700,Manual,5.0
Opel Corsa,52.0,34980.0,2.0,8699,Manual,5.0
Opel Corsa,55.0,22675.0,1.0,8800,Manual,5.0
Opel Corsa,66.0,26132.0,1.0,8800,Manual,5.0
Opel Corsa,55.0,24465.0,1.0,8800,Manual,5.0
Opel Corsa,51.0,25367.0,2.0,8800,Manual,5.0
Opel Corsa,51.0,35000.0,2.0,8800,Manual,5.0
Opel Corsa,51.0,49000.0,2.0,8800,Manual,5.0
Opel Corsa,51.0,9100.0,2.0,8800,Manual,5.0
Opel Corsa,55.0,1647.3626086956522,0.0,8800,Manual,5.0
Opel Corsa,66.0,10000.0,1.0,8800,Manual,5.0
Opel Corsa,51.0,26927.0,1.0,8799,Manual,5.0
Opel Corsa,51.0,27336.0,2.0,8790,Manual,5.0
Opel Corsa,51.0,36889.0,2.0,8790,Manual,5.0
Opel Corsa,55.0,25746.0,1.0,8790,Manual,5.0
Opel Corsa,66.0,82300.0,2.0,8790,Manual,5.0
Opel Corsa,66.0,19000.0,1.0,8790,Manual,5.0
Opel Corsa,51.0,17900.0,2.0,8580,Manual,5.0
Opel Corsa,66.0,58521.0,2.0,8299,Manual,5.0
Opel Corsa,66.0,34465.0,2.0,8690,Manual,5.0
Opel Corsa,66.0,49320.0,2.0,8299,Manual,5.0
Opel Corsa,66.0,58521.0,2.0,8299,Manual,5.0
Opel Corsa,66.0,19000.0,1.0,8790,Manual,5.0
Opel Corsa,66.0,25000.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,25000.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,39700.0,2.0,8550,Manual,5.0
Opel Corsa,51.0,23500.0,2.0,8525,Manual,5.0
Opel Corsa,66.0,40256.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,20446.0,2.0,8500,Manual,5.0
Opel Corsa,52.0,24253.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,25900.0,2.0,8500,Manual,5.0
Opel Corsa,51.0,45000.0,2.0,8500,Manual,5.0
Opel Corsa,55.0,25562.0,2.0,8500,Manual,5.0
Opel Corsa,51.0,57000.0,2.0,8500,Manual,5.0
Opel Corsa,51.0,16427.0,2.0,8500,Manual,5.0
Opel Corsa,51.0,10400.0,2.0,8500,Manual,5.0
Opel Corsa,51.0,29322.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,21300.0,2.0,8500,Manual,5.0
Opel Corsa,51.0,40845.0,2.0,8500,Manual,5.0
Opel Corsa,51.0,38000.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,30800.0,2.0,8500,Manual,5.0
Opel Corsa,55.0,25000.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,25900.0,2.0,8500,Manual,5.0
Opel Corsa,55.0,17000.0,2.0,8500,Manual,5.0
Opel Corsa,75.0,39000.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,52000.0,2.0,8500,Manual,6.0
Opel Corsa,66.0,36300.0,2.0,8500,Manual,5.0
Opel Corsa,51.0,39860.0,2.0,8500,Manual,5.0
Opel Corsa,51.0,55700.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,23000.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,29877.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,48562.0,2.0,8500,Manual,5.0
Opel Corsa,51.0,47100.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,19643.0,2.0,8500,Manual,5.0
Opel Corsa,51.0,45400.0,2.0,8500,Manual,5.0
Opel Corsa,51.0,52500.0,2.0,8500,Manual,5.0
Opel Corsa,51.0,39470.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,39856.0,2.0,8299,Manual,5.0
Opel Corsa,51.0,47100.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,47662.0,2.0,8299,Manual,5.0
Opel Corsa,66.0,41685.0,2.0,8299,Manual,5.0
Opel Corsa,51.0,39470.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,42670.0,2.0,8299,Manual,5.0
Opel Corsa,51.0,43000.0,2.0,8299,Manual,5.0
Opel Corsa,66.0,46370.0,2.0,8290,Manual,5.0
Opel Corsa,66.0,46380.0,2.0,8290,Manual,5.0
Opel Corsa,51.0,25000.0,2.0,8200,Manual,5.0
Opel Corsa,51.0,1.0,0.0,8200,Manual,5.0
Opel Corsa,51.0,52500.0,2.0,8500,Manual,5.0
Opel Corsa,66.0,62630.0,2.0,8270,Manual,5.0
Opel Corsa,51.0,59000.0,2.0,8200,Manual,5.0
Opel Corsa,66.0,63992.0,2.0,8455,Manual,5.0
Opel Corsa,51.0,9500.0,2.0,8150,Manual,5.0
Opel Corsa,66.0,63992.0,2.0,8455,Manual,5.0
Opel Corsa,51.0,30000.0,1.0,8199,Manual,5.0
Opel Corsa,51.0,7500.0,1.0,8199,Manual,5.0
Opel Corsa,52.0,56480.0,2.0,8199,Manual,5.0
Opel Corsa,51.0,45147.0,2.0,8450,Manual,5.0
Opel Corsa,51.0,25750.0,2.0,8450,Manual,5.0
Opel Corsa,51.0,48753.0,2.0,8450,Manual,5.0
Opel Corsa,51.0,46648.0,2.0,8430,Manual,5.0
Opel Corsa,51.0,52535.0,2.0,8450,Manual,5.0
Opel Corsa,51.0,49000.0,2.0,8400,Manual,5.0
Opel Corsa,51.0,33000.0,2.0,8450,Manual,5.0
Opel Corsa,51.0,7275.0,2.0,8450,Manual,5.0
Opel Corsa,66.0,41140.0,1.0,8400,Manual,5.0
Opel Corsa,51.0,39990.0,2.0,8399,Manual,5.0
Opel Corsa,51.0,28456.0,2.0,8399,Manual,5.0
Opel Corsa,66.0,27470.0,1.0,8490,Manual,5.0
Opel Corsa,51.0,47900.0,2.0,8399,Manual,5.0
Opel Corsa,51.0,14500.0,2.0,8399,Manual,5.0
Opel Corsa,66.0,30000.0,2.0,8400,Manual,5.0
Opel Corsa,66.0,23225.0,1.0,8490,Manual,5.0
Opel Corsa,66.0,11144.0,1.0,8490,Manual,5.0
Opel Corsa,66.0,27806.0,1.0,8490,Manual,5.0
Opel Corsa,66.0,27470.0,1.0,8490,Manual,5.0
Opel Corsa,66.0,23225.0,1.0,8490,Manual,5.0
Opel Corsa,66.0,26987.0,1.0,8490,Manual,5.0
Opel Corsa,66.0,29446.0,1.0,8490,Manual,5.0
Opel Corsa,51.0,46500.0,2.0,8490,Manual,5.0
Opel Corsa,66.0,32084.0,2.0,8490,Manual,5.0
Opel Corsa,66.0,20768.0,1.0,8490,Manual,5.0
Opel Corsa,66.0,11528.0,1.0,8490,Manual,5.0
Opel Corsa,66.0,27806.0,1.0,8490,Manual,5.0
Opel Corsa,66.0,26987.0,1.0,8490,Manual,5.0
Opel Corsa,66.0,34592.0,1.0,8490,Manual,5.0
Opel Corsa,66.0,33321.0,1.0,8490,Manual,5.0
Opel Corsa,66.0,34164.0,2.0,8490,Manual,5.0
Opel Corsa,66.0,10761.0,2.0,8091,Manual,5.0
Opel Corsa,51.0,52200.0,2.0,7990,Manual,5.0
Opel Corsa,51.0,30602.0,1.0,7990,Manual,5.0
Opel Corsa,66.0,10761.0,2.0,8091,Manual,5.0
Opel Corsa,66.0,10761.0,2.0,8091,Manual,5.0
Opel Corsa,51.0,45000.0,2.0,8000,Manual,5.0
Opel Corsa,51.0,60000.0,2.0,8000,Manual,5.0
Opel Corsa,51.0,63000.0,2.0,7990,Manual,5.0
Opel Corsa,51.0,30602.0,1.0,7990,Manual,5.0
Opel Corsa,51.0,23831.0,2.0,7990,Manual,5.0
Opel Corsa,51.0,3950.0,2.0,7990,Manual,5.0
Opel Corsa,67.0,23656.0,1.0,7990,Manual,5.0
Opel Corsa,67.0,23656.0,1.0,7990,Manual,5.0
Opel Corsa,67.0,23656.0,1.0,7990,Manual,5.0
Opel Corsa,51.0,32480.0,2.0,7980,Manual,5.0
Opel Corsa,51.0,57000.0,2.0,7980,Manual,5.0
Opel Corsa,66.0,10.0,0.0,14213,Automatic,6.0
Opel Corsa,51.0,12961.0,2.0,8380,Manual,5.0
Opel Corsa,66.0,317000.0,2.0,8350,Manual,5.0
Opel Corsa,66.0,10.0,0.0,14213,Automatic,6.0
Opel Corsa,66.0,10.0,0.0,14213,Automatic,6.0
Opel Corsa,66.0,10.0,0.0,14213,Automatic,6.0
Opel Corsa,66.0,10.0,0.0,14213,Automatic,6.0
Opel Corsa,66.0,10.0,0.0,14213,Automatic,6.0
Opel Corsa,51.0,58912.0,2.0,8300,Manual,5.0
Opel Corsa,66.0,42471.0,2.0,8300,Manual,5.0
Opel Corsa,51.0,53522.0,2.0,8300,Manual,5.0
Opel Corsa,51.0,60386.0,2.0,8300,Manual,5.0
Opel Corsa,51.0,59217.0,2.0,8300,Manual,5.0
Opel Corsa,51.0,51318.0,2.0,8300,Manual,5.0
Opel Corsa,51.0,10000.0,2.0,8300,Manual,5.0
Opel Corsa,51.0,53390.0,2.0,8300,Manual,5.0
Opel Corsa,66.0,18214.0,2.0,8300,Manual,5.0
Opel Corsa,66.0,43657.0,2.0,8300,Manual,5.0
Opel Corsa,51.0,50000.0,2.0,8300,Manual,5.0
Opel Corsa,51.0,18300.0,2.0,8300,Manual,5.0
Opel Corsa,66.0,42323.0,1.0,8300,Manual,5.0
Opel Corsa,66.0,44109.0,1.0,8300,Manual,5.0
Opel Corsa,51.0,47140.0,2.0,8300,Manual,5.0
Opel Corsa,51.0,45421.0,2.0,8300,Manual,5.0
Opel Corsa,66.0,10.0,0.0,14213,Automatic,6.0
Opel Corsa,66.0,41585.0,2.0,8299,Manual,5.0
Opel Corsa,66.0,10.0,0.0,14000,Automatic,6.0
Opel Corsa,66.0,10.0,0.0,14213,Automatic,6.0
Opel Corsa,66.0,10.0,0.0,14213,Automatic,6.0
Opel Corsa,66.0,7600.0,1.0,14150,Automatic,6.0
Opel Corsa,66.0,10.0,0.0,14213,Automatic,6.0
Opel Corsa,66.0,15545.0,1.0,13999,Automatic,6.0
Opel Corsa,66.0,34826.0,2.0,8299,Manual,5.0
Opel Corsa,66.0,8205.0,1.0,13999,Automatic,6.0
Opel Corsa,66.0,2500.0,0.0,13999,Automatic,6.0
Opel Corsa,66.0,12780.0,1.0,13999,Automatic,6.0
Opel Corsa,66.0,15015.0,2.0,13990,Automatic,6.0
Opel Corsa,66.0,13875.0,1.0,13999,Automatic,6.0
Opel Corsa,66.0,3700.0,1.0,13999,Automatic,6.0
Opel Corsa,66.0,4100.0,1.0,13990,Automatic,5.0
Opel Corsa,66.0,12500.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,20300.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,9500.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,15150.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,4025.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,2159.0,0.0,13990,Automatic,6.0
Opel Corsa,66.0,19500.0,1.0,13990,Automatic,5.0
Opel Corsa,66.0,14205.0,1.0,13990,Automatic,5.0
Opel Corsa,66.0,5310.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,13307.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,7070.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,10.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,1200.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,44096.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,5200.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,23384.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,18000.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,9090.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,26984.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,15500.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,30856.0,2.0,13990,Automatic,6.0
Opel Corsa,66.0,12099.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,35.0,0.0,13990,Automatic,5.0
Opel Corsa,66.0,51.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,51.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,10000.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,5900.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,1839.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,11600.0,1.0,13990,Automatic,6.0
Opel Corsa,66.0,10000.0,1.0,13980,Automatic,6.0
Opel Corsa,66.0,8390.0,1.0,13980,Automatic,6.0
Opel Corsa,66.0,19900.0,1.0,13980,Automatic,6.0
Opel Corsa,66.0,10350.0,1.0,13980,Automatic,6.0
Opel Corsa,66.0,5.0,0.0,13980,Automatic,6.0
Opel Corsa,66.0,12843.0,1.0,13960,Automatic,6.0
Opel Corsa,66.0,10300.0,1.0,13980,Automatic,6.0
Opel Corsa,66.0,8500.0,1.0,13980,Automatic,6.0
Opel Corsa,66.0,5100.0,1.0,13950,Automatic,6.0
Opel Corsa,66.0,19725.0,1.0,13950,Automatic,6.0
Opel Corsa,66.0,50.0,0.0,13950,Automatic,6.0
Opel Corsa,66.0,10210.0,1.0,13950,Automatic,6.0
Opel Corsa,66.0,4600.0,0.0,13950,Automatic,6.0
Opel Corsa,66.0,10000.0,0.0,13950,Automatic,6.0
Opel Corsa,66.0,8500.0,0.0,13950,Automatic,6.0
Opel Corsa,66.0,12010.0,1.0,13900,Automatic,6.0
Opel Corsa,66.0,12500.0,2.0,13900,Automatic,6.0
Opel Corsa,66.0,6900.0,0.0,13950,Automatic,6.0
Opel Corsa,66.0,8000.0,1.0,13950,Automatic,5.0
Opel Corsa,66.0,9800.0,1.0,13900,Automatic,6.0
Opel Corsa,66.0,8066.0,1.0,13900,Automatic,6.0
Opel Corsa,66.0,1500.0,0.0,13900,Automatic,6.0
Opel Corsa,66.0,9.0,0.0,13900,Automatic,6.0
Opel Corsa,66.0,7.0,0.0,13899,Automatic,6.0
Opel Corsa,55.0,24000.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,22400.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,42000.0,2.0,8900,Manual,5.0
Opel Corsa,55.0,17609.0,1.0,8900,Manual,5.0
Opel Corsa,66.0,43933.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,35747.0,1.0,8900,Manual,5.0
Opel Corsa,51.0,33205.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,43657.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,42471.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,42619.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,14000.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,45700.0,2.0,8950,Manual,5.0
Opel Corsa,51.0,47200.0,2.0,8990,Manual,5.0
Opel Corsa,51.0,11875.0,2.0,8990,Manual,5.0
Opel Corsa,51.0,21000.0,2.0,8980,Manual,5.0
Opel Corsa,66.0,36400.0,2.0,8979,Manual,5.0
Opel Corsa,51.0,25386.0,2.0,8970,Manual,5.0
Opel Corsa,51.0,66566.0,2.0,8990,Manual,5.0
Opel Corsa,66.0,12942.0,1.0,8990,Manual,5.0
Opel Corsa,66.0,15584.0,1.0,8990,Manual,5.0
Opel Corsa,51.0,25982.0,1.0,8990,Manual,5.0
Opel Corsa,51.0,26168.0,1.0,8990,Manual,5.0
Opel Corsa,51.0,25070.0,1.0,8990,Manual,5.0
Opel Corsa,51.0,29171.0,1.0,8990,Manual,5.0
Opel Corsa,51.0,24704.0,1.0,8990,Manual,5.0
Opel Corsa,51.0,29477.0,1.0,8990,Manual,5.0
Opel Corsa,51.0,25001.0,1.0,8990,Manual,5.0
Opel Corsa,51.0,26747.0,2.0,8990,Manual,5.0
Opel Corsa,66.0,41886.0,2.0,8989,Manual,5.0
Opel Corsa,51.0,16000.0,2.0,8980,Manual,5.0
Opel Corsa,51.0,29000.0,2.0,8980,Manual,5.0
Opel Corsa,66.0,35427.0,2.0,8980,Manual,5.0
Opel Corsa,51.0,16000.0,2.0,8980,Manual,5.0
Opel Corsa,66.0,17043.0,2.0,8989,Manual,5.0
Opel Corsa,51.0,26683.0,2.0,8970,Manual,5.0
Opel Corsa,51.0,8267.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,41467.0,2.0,8950,Manual,5.0
Opel Corsa,51.0,60000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,74000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,74000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,72000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,72000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,72000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,43844.0,1.0,8950,Manual,5.0
Opel Corsa,66.0,72000.0,2.0,8950,Manual,5.0
Opel Corsa,51.0,40297.0,1.0,8990,Manual,5.0
Opel Corsa,66.0,13260.0,1.0,8990,Manual,5.0
Opel Corsa,66.0,72000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,74700.0,2.0,8990,Manual,5.0
Opel Corsa,66.0,65000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,72000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,71400.0,2.0,8990,Manual,5.0
Opel Corsa,66.0,74000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,59400.0,2.0,8990,Manual,5.0
Opel Corsa,66.0,74900.0,2.0,8990,Manual,5.0
Opel Corsa,66.0,24289.0,1.0,8990,Manual,5.0
Opel Corsa,66.0,67900.0,2.0,8990,Manual,5.0
Opel Corsa,66.0,70900.0,2.0,8990,Manual,5.0
Opel Corsa,66.0,38000.0,2.0,8990,Manual,5.0
Opel Corsa,66.0,14356.0,1.0,8990,Manual,5.0
Opel Corsa,66.0,50000.0,2.0,8990,Manual,5.0
Opel Corsa,66.0,3300.0,1.0,8990,Manual,5.0
Opel Corsa,66.0,67800.0,2.0,8990,Manual,5.0
Opel Corsa,74.0,37087.0,2.0,8990,Manual,6.0
Opel Corsa,66.0,16300.0,1.0,8990,Manual,5.0
Opel Corsa,66.0,53300.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,38400.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,34151.0,1.0,8900,Manual,5.0
Opel Corsa,66.0,20164.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,66100.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,44000.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,54935.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,19754.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,64621.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,18835.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,15800.0,2.0,8900,Manual,5.0
Opel Corsa,55.0,10000.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,46000.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,45812.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,46751.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,40000.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,52704.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,45000.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,18866.0,2.0,8900,Manual,5.0
Opel Corsa,55.0,22509.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,22697.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,69000.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,23712.0,1.0,8900,Manual,5.0
Opel Corsa,66.0,21597.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,14887.0,1.0,8900,Manual,5.0
Opel Corsa,51.0,58000.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,31330.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,13000.0,1.0,8900,Manual,5.0
Opel Corsa,51.0,39951.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,42000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,47100.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,74000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,72000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,72000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,25055.0,1.0,8950,Manual,5.0
Opel Corsa,51.0,45000.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,41400.0,2.0,8950,Manual,5.0
Opel Corsa,66.0,52000.0,2.0,8950,Manual,5.0
Opel Corsa,51.0,50000.0,2.0,8950,Manual,5.0
Opel Corsa,55.0,30438.0,2.0,8950,Manual,5.0
Opel Corsa,51.0,29500.0,2.0,8925,Manual,5.0
Opel Corsa,51.0,21700.0,2.0,8925,Manual,5.0
Opel Corsa,55.0,49392.0,2.0,8925,Manual,5.0
Opel Corsa,51.0,17390.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,27355.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,9100.0,2.0,8900,Manual,5.0
Opel Corsa,51.0,10900.0,2.0,8900,Manual,5.0
Opel Corsa,66.0,10.0,0.0,14213,Automatic,6.0
Opel Corsa,66.0,8510.0,0.0,14390,Automatic,6.0
Opel Corsa,66.0,17126.0,1.0,14370,Automatic,6.0
Opel Corsa,66.0,350.0,1.0,14350,Automatic,6.0
Opel Corsa,66.0,15900.0,1.0,14350,Automatic,6.0
Opel Corsa,66.0,10300.0,1.0,14350,Automatic,6.0
Opel Corsa,66.0,50.0,0.0,14595,Automatic,6.0
Opel Corsa,66.0,37734.0,1.0,14590,Automatic,6.0
Opel Corsa,51.0,3000.0,1.0,9250,Manual,5.0
Opel Corsa,66.0,5400.0,1.0,14590,Automatic,6.0
Opel Corsa,66.0,20932.0,1.0,9250,Manual,5.0
Opel Corsa,51.0,1647.3626086956522,0.0,9245,Manual,5.0
Opel Corsa,52.0,17053.0,1.0,9280,Manual,5.0
Opel Corsa,51.0,10.0,1.0,9508,Manual,5.0
Opel Corsa,66.0,27777.0,1.0,9240,Manual,5.0
Opel Corsa,55.0,100.0,0.0,9200,Manual,5.0
Opel Corsa,55.0,16514.0,1.0,9400,Manual,5.0
Opel Corsa,66.0,13252.0,1.0,9550,Manual,5.0
Opel Corsa,51.0,10.0,0.0,9290,Manual,5.0
Opel Corsa,51.0,21200.0,1.0,9550,Manual,5.0
Opel Corsa,66.0,1982.0,1.0,9490,Manual,5.0
Opel Corsa,66.0,7912.0,1.0,9500,Manual,5.0
Opel Corsa,66.0,16852.0,1.0,9500,Manual,5.0
Opel Corsa,66.0,47100.0,1.0,9800,Manual,5.0
Opel Corsa,66.0,17000.0,1.0,9790,Manual,5.0
Opel Corsa,51.0,10.0,1.0,9790,Manual,5.0
Opel Corsa,66.0,48100.0,1.0,9800,Manual,5.0
Opel Corsa,51.0,22100.0,1.0,9788,Manual,5.0
Opel Corsa,66.0,45800.0,1.0,9800,Manual,5.0
Opel Corsa,51.0,10.0,1.0,9780,Manual,5.0
Opel Corsa,74.0,22236.0,1.0,9780,Manual,5.0
Opel Corsa,66.0,29100.0,1.0,9750,Manual,5.0
Opel Corsa,51.0,10.0,1.0,9780,Manual,5.0
Opel Corsa,66.0,8990.0,1.0,9777,Manual,5.0
Opel Corsa,55.0,22000.0,1.0,9750,Manual,5.0
Opel Corsa,51.0,20000.0,1.0,9750,Manual,5.0
Opel Corsa,51.0,19345.0,1.0,9750,Manual,5.0
Opel Corsa,51.0,1647.3626086956522,0.0,9700,Manual,5.0
Opel Corsa,66.0,9876.0,1.0,9750,Manual,5.0
Opel Corsa,51.0,18310.0,1.0,9745,Manual,5.0
Opel Corsa,55.0,16700.0,1.0,9700,Manual,5.0
Opel Corsa,66.0,12554.0,1.0,9700,Manual,5.0
Opel Corsa,51.0,27941.0,1.0,9745,Manual,5.0
Opel Corsa,51.0,15693.0,1.0,9745,Manual,5.0
Opel Corsa,55.0,24385.0,1.0,9700,Manual,5.0
Opel Corsa,66.0,45500.0,1.0,9800,Manual,5.0
Opel Corsa,66.0,43500.0,1.0,9800,Manual,5.0
Opel Corsa,55.0,33400.0,1.0,9800,Manual,5.0
Opel Corsa,66.0,49100.0,1.0,9800,Manual,5.0
Opel Corsa,66.0,50500.0,1.0,9800,Manual,5.0
Opel Corsa,51.0,14803.0,1.0,9800,Manual,5.0
Opel Corsa,55.0,33400.0,1.0,9800,Manual,5.0
Opel Corsa,51.0,23800.0,1.0,9800,Manual,5.0
Opel Corsa,66.0,33519.0,1.0,9799,Manual,5.0
Opel Corsa,66.0,38088.0,1.0,9799,Manual,5.0
Opel Corsa,51.0,22500.0,1.0,9795,Manual,5.0
Opel Corsa,51.0,51.0,1.0,9791,Manual,5.0
Opel Corsa,66.0,4970.0,1.0,9500,Manual,5.0
Opel Corsa,51.0,50.0,1.0,9790,Manual,5.0
Opel Corsa,55.0,26100.0,1.0,9799,Manual,5.0
Opel Corsa,51.0,51.0,1.0,9791,Manual,5.0
Opel Corsa,51.0,51.0,1.0,9791,Manual,5.0
Opel Corsa,66.0,18468.0,1.0,9500,Manual,5.0
Opel Corsa,51.0,24019.0,1.0,9499,Manual,5.0
Opel Corsa,66.0,58652.0,1.0,9499,Manual,5.0
Opel Corsa,51.0,20365.0,1.0,9499,Manual,5.0
Opel Corsa,51.0,23736.0,1.0,9495,Manual,5.0
Opel Corsa,51.0,33500.0,1.0,9499,Manual,5.0
Opel Corsa,55.0,22900.0,1.0,9500,Manual,5.0
Opel Corsa,51.0,22182.0,1.0,9495,Manual,5.0
Opel Corsa,66.0,12147.0,1.0,9790,Manual,5.0
Opel Corsa,51.0,21473.0,1.0,9495,Manual,5.0
Opel Corsa,51.0,19250.0,1.0,9495,Manual,5.0
Opel Corsa,66.0,9968.0,1.0,9700,Manual,5.0
Opel Corsa,51.0,27608.0,1.0,9495,Manual,5.0
Opel Corsa,51.0,21313.0,1.0,9495,Manual,5.0
Opel Corsa,51.0,24700.0,1.0,9495,Manual,5.0
Opel Corsa,66.0,33643.0,1.0,9490,Manual,5.0
Opel Corsa,51.0,5.0,0.0,9490,Manual,5.0
Opel Corsa,66.0,23600.0,1.0,9490,Manual,5.0
Opel Corsa,66.0,23590.0,1.0,9490,Manual,5.0
Opel Corsa,52.0,16634.0,1.0,9480,Manual,5.0
Opel Corsa,51.0,15389.0,1.0,9480,Manual,5.0
Opel Corsa,51.0,10.0,1.0,9470,Manual,5.0
Opel Corsa,66.0,16128.0,1.0,9450,Manual,5.0
Opel Corsa,51.0,11000.0,1.0,9450,Manual,5.0
Opel Corsa,66.0,15967.0,1.0,9400,Manual,5.0
Opel Corsa,66.0,19499.0,1.0,9400,Manual,5.0
Opel Corsa,66.0,18702.0,1.0,9400,Manual,5.0
Opel Corsa,66.0,27492.0,1.0,9400,Manual,5.0
Opel Corsa,66.0,27352.0,1.0,9400,Manual,5.0
Opel Corsa,51.0,21141.0,1.0,9495,Manual,5.0
Opel Corsa,51.0,35000.0,1.0,9400,Manual,5.0
Opel Corsa,51.0,35000.0,1.0,9490,Manual,5.0
Opel Corsa,66.0,9110.0,1.0,9390,Manual,5.0
Opel Corsa,66.0,25000.0,1.0,9390,Manual,5.0
Opel Corsa,51.0,43000.0,1.0,9390,Manual,5.0
Opel Corsa,51.0,25221.0,1.0,9300,Manual,5.0
Opel Corsa,51.0,25000.0,1.0,9390,Manual,5.0
Opel Corsa,55.0,35291.0,1.0,9300,Manual,5.0
Opel Corsa,55.0,29497.0,1.0,9300,Manual,5.0
Opel Corsa,55.0,28732.0,1.0,9300,Manual,5.0
Opel Corsa,66.0,7500.0,1.0,9300,Manual,5.0
Opel Corsa,55.0,28474.0,1.0,9300,Manual,5.0
Opel Corsa,66.0,58400.0,1.0,9300,Manual,5.0
